EMS_0004,EMS_1126,EMS_0107,Limit
7.1,11,160,2.7
7.1,11,170,2.7
7.1,11,180,2.8
7.1,11,190,2.8
7.1,11,200,2.8
7.1,11,210,2.9
7.1,11,220,2.9
7.1,11,230,3
7.1,11,243,3
7.1,11.5,8,1.6
7.1,11.5,15,1.5
7.1,11.5,20,1.6
7.1,11.5,30,1.7
7.1,11.5,40,1.8
7.1,11.5,50,1.9
7.1,11.5,60,2.1
7.1,11.5,70,2.2
7.1,11.5,80,2.2
7.1,11.5,90,2.3
7.1,11.5,100,2.4
7.1,11.5,110,2.5
7.1,11.5,120,2.5
7.1,11.5,130,2.6
7.1,11.5,140,2.7
7.1,11.5,150,2.7
7.1,11.5,160,2.8
7.1,11.5,170,2.8
7.1,11.5,180,2.9
7.1,11.5,190,2.9
7.1,11.5,200,3
7.1,11.5,210,3
7.1,11.5,220,3.1
7.1,11.5,230,3.1
7.1,11.5,243,3.1
7.1,12,8,1.6
7.1,12,15,1.6
7.1,12,20,1.6
7.1,12,30,1.8
7.1,12,40,1.9
7.1,12,50,2
7.1,12,60,2.1
7.1,12,70,2.2
7.1,12,80,2.3
7.1,12,90,2.4
7.1,12,100,2.5
7.1,12,110,2.6
7.1,12,120,2.6
7.1,12,130,2.7
7.1,12,140,2.8
7.1,12,150,2.8
7.1,12,160,2.9
7.1,12,170,3
7.1,12,180,3
7.1,12,190,3.1
7.1,12,200,3.1
7.1,12,210,3.2
7.1,12,220,3.2
7.1,12,230,3.2
7.1,12,243,3.3
7.1,12.5,8,1.7
7.1,12.5,15,1.6
7.1,12.5,20,1.7
7.1,12.5,30,1.8
7.1,12.5,40,2
7.1,12.5,50,2.1
7.1,12.5,60,2.2
7.1,12.5,70,2.3
7.1,12.5,80,2.4
7.1,12.5,90,2.5
7.1,12.5,100,2.6
7.1,12.5,110,2.7
7.1,12.5,120,2.8
7.1,12.5,130,2.8
7.1,12.5,140,2.9
7.1,12.5,150,3
7.1,12.5,160,3
7.1,12.5,170,3.1
7.1,12.5,180,3.1
7.1,12.5,190,3.2
7.1,12.5,200,3.2
7.1,12.5,210,3.3
7.1,12.5,220,3.3
7.1,12.5,230,3.4
7.1,12.5,243,3.4
7.1,13,8,1.8
7.1,13,15,1.7
7.1,13,20,1.8
7.1,13,30,1.9
7.1,13,40,2.1
7.1,13,50,2.2
7.1,13,60,2.3
7.1,13,70,2.4
7.1,13,80,2.5
7.1,13,90,2.6
7.1,13,100,2.7
7.1,13,110,2.8
7.1,13,120,2.9
7.1,13,130,2.9
7.1,13,140,3
7.1,13,150,3.1
7.1,13,160,3.1
7.1,13,170,3.2
7.1,13,180,3.3
7.1,13,190,3.3
7.1,13,200,3.4
7.1,13,210,3.4
7.1,13,220,3.5
7.1,13,230,3.5
7.1,13,243,3.6
7.1,13.5,8,1.9
7.1,13.5,15,1.8
7.1,13.5,20,1.8
7.1,13.5,30,2
7.1,13.5,40,2.1
7.1,13.5,50,2.3
7.1,13.5,60,2.4
7.1,13.5,70,2.5
7.1,13.5,80,2.6
7.1,13.5,90,2.7
7.1,13.5,100,2.8
7.1,13.5,110,2.9
7.1,13.5,120,3
7.1,13.5,130,3.1
7.1,13.5,140,3.1
7.1,13.5,150,3.2
7.1,13.5,160,3.3
7.1,13.5,170,3.3
7.1,13.5,180,3.4
7.1,13.5,190,3.4
7.1,13.5,200,3.5
7.1,13.5,210,3.5
7.1,13.5,220,3.6
7.1,13.5,230,3.7
7.1,13.5,243,3.7
7.1,14,8,2
7.1,14,15,1.8
7.1,14,20,1.9
7.1,14,30,2.1
7.1,14,40,2.2
7.1,14,50,2.4
7.1,14,60,2.5
7.1,14,70,2.6
7.1,14,80,2.7
7.1,14,90,2.8
7.1,14,100,2.9
7.1,14,110,3
7.1,14,120,3.1
7.1,14,130,3.2
7.1,14,140,3.2
7.1,14,150,3.3
7.1,14,160,3.4
7.1,14,170,3.4
7.1,14,180,3.5
7.1,14,190,3.6
7.1,14,200,3.6
7.1,14,210,3.7
7.1,14,220,3.7
7.1,14,230,3.8
7.1,14,243,3.8
7.1,14.5,8,2.1
7.1,14.5,15,1.9
7.1,14.5,20,2
7.1,14.5,30,2.1
7.1,14.5,40,2.3
7.1,14.5,50,2.5
7.1,14.5,60,2.6
7.1,14.5,70,2.7
7.1,14.5,80,2.8
7.1,14.5,90,2.9
7.1,14.5,100,3
7.1,14.5,110,3.1
7.1,14.5,120,3.2
7.1,14.5,130,3.3
7.1,14.5,140,3.4
7.1,14.5,150,3.4
7.1,14.5,160,3.5
7.1,14.5,170,3.6
7.1,14.5,180,3.6
7.1,14.5,190,3.7
7.1,14.5,200,3.8
7.1,14.5,210,3.8
7.1,14.5,220,3.9
7.1,14.5,230,3.9
7.1,14.5,243,4
7.1,15,8,2.2
7.1,15,15,2
7.1,15,20,2
7.1,15,30,2.2
7.1,15,40,2.4
7.1,15,50,2.5
7.1,15,60,2.7
7.1,15,70,2.8
7.1,15,80,2.9
7.1,15,90,3
7.1,15,100,3.1
7.1,15,110,3.2
7.1,15,120,3.3
7.1,15,130,3.4
7.1,15,140,3.5
7.1,15,150,3.6
7.1,15,160,3.6
7.1,15,170,3.7
7.1,15,180,3.8
7.1,15,190,3.8
7.1,15,200,3.9
7.1,15,210,3.9
7.1,15,220,4
7.1,15,230,4.1
7.1,15,243,4.1
7.1,15.5,8,2.3
7.1,15.5,15,2
7.1,15.5,20,2.1
7.1,15.5,30,2.3
7.1,15.5,40,2.5
7.1,15.5,50,2.6
7.1,15.5,60,2.8
7.1,15.5,70,2.9
7.1,15.5,80,3
7.1,15.5,90,3.1
7.1,15.5,100,3.2
7.1,15.5,110,3.3
7.1,15.5,120,3.4
7.1,15.5,130,3.5
7.1,15.5,140,3.6
7.1,15.5,150,3.7
7.1,15.5,160,3.7
7.1,15.5,170,3.8
7.1,15.5,180,3.9
7.1,15.5,190,4
7.1,15.5,200,4
7.1,15.5,210,4.1
7.1,15.5,220,4.1
7.1,15.5,230,4.2
7.1,15.5,243,4.2
7.1,16,8,2.4
7.1,16,15,2.1
7.1,16,20,2.2
7.1,16,30,2.4
7.1,16,40,2.5
7.1,16,50,2.7
7.1,16,60,2.9
7.1,16,70,3
7.1,16,80,3.1
7.1,16,90,3.2
7.1,16,100,3.3
7.1,16,110,3.4
7.1,16,120,3.5
7.1,16,130,3.6
7.1,16,140,3.7
7.1,16,150,3.8
7.1,16,160,3.9
7.1,16,170,3.9
7.1,16,180,4
7.1,16,190,4.1
7.1,16,200,4.1
7.1,16,210,4.2
7.1,16,220,4.3
7.1,16,230,4.3
7.1,16,243,4.4
7.1,16.5,8,2.5
7.1,16.5,15,2.2
7.1,16.5,20,2.2
7.1,16.5,30,2.4
7.1,16.5,40,2.6
7.1,16.5,50,2.8
7.1,16.5,60,2.9
7.1,16.5,70,3.1
7.1,16.5,80,3.2
7.1,16.5,90,3.3
7.1,16.5,100,3.4
7.1,16.5,110,3.5
7.1,16.5,120,3.6
7.1,16.5,130,3.7
7.1,16.5,140,3.8
7.1,16.5,150,3.9
7.1,16.5,160,4
7.1,16.5,170,4.1
7.1,16.5,180,4.1
7.1,16.5,190,4.2
7.1,16.5,200,4.3
7.1,16.5,210,4.3
7.1,16.5,220,4.4
7.1,16.5,230,4.5
7.1,16.5,243,4.5
7.1,17,8,2.6
7.1,17,15,2.2
7.1,17,20,2.3
7.1,17,30,2.5
7.1,17,40,2.7
7.1,17,50,2.9
7.1,17,60,3
7.1,17,70,3.2
7.1,17,80,3.3
7.1,17,90,3.4
7.1,17,100,3.5
7.1,17,110,3.7
7.1,17,120,3.8
7.1,17,130,3.9
7.1,17,140,3.9
7.1,17,150,4
7.1,17,160,4.1
7.1,17,170,4.2
7.1,17,180,4.3
7.1,17,190,4.3
7.1,17,200,4.4
7.1,17,210,4.5
7.1,17,220,4.5
7.1,17,230,4.6
7.1,17,243,4.7
7.1,17.5,8,2.7
7.1,17.5,15,2.3
7.1,17.5,20,2.4
7.1,17.5,30,2.6
7.1,17.5,40,2.8
7.1,17.5,50,3
7.1,17.5,60,3.1
7.1,17.5,70,3.3
7.1,17.5,80,3.4
7.1,17.5,90,3.5
7.1,17.5,100,3.7
7.1,17.5,110,3.8
7.1,17.5,120,3.9
7.1,17.5,130,4
7.1,17.5,140,4.1
7.1,17.5,150,4.1
7.1,17.5,160,4.2
7.1,17.5,170,4.3
7.1,17.5,180,4.4
7.1,17.5,190,4.5
7.1,17.5,200,4.5
7.1,17.5,210,4.6
7.1,17.5,220,4.7
7.1,17.5,230,4.7
7.1,17.5,243,4.8
7.1,18,8,2.8
7.1,18,15,2.4
7.1,18,20,2.4
7.1,18,30,2.7
7.1,18,40,2.9
7.1,18,50,3
7.1,18,60,3.2
7.1,18,70,3.4
7.1,18,80,3.5
7.1,18,90,3.6
7.1,18,100,3.8
7.1,18,110,3.9
7.1,18,120,4
7.1,18,130,4.1
7.1,18,140,4.2
7.1,18,150,4.3
7.1,18,160,4.4
7.1,18,170,4.4
7.1,18,180,4.5
7.1,18,190,4.6
7.1,18,200,4.7
7.1,18,210,4.7
7.1,18,220,4.8
7.1,18,230,4.9
7.1,18,243,4.9
7.1,18.5,8,3
7.1,18.5,15,2.4
7.1,18.5,20,2.5
7.1,18.5,30,2.7
7.1,18.5,40,2.9
7.1,18.5,50,3.1
7.1,18.5,60,3.3
7.1,18.5,70,3.5
7.1,18.5,80,3.6
7.1,18.5,90,3.7
7.1,18.5,100,3.9
7.1,18.5,110,4
7.1,18.5,120,4.1
7.1,18.5,130,4.2
7.1,18.5,140,4.3
7.1,18.5,150,4.4
7.1,18.5,160,4.5
7.1,18.5,170,4.6
7.1,18.5,180,4.6
7.1,18.5,190,4.7
7.1,18.5,200,4.8
7.1,18.5,210,4.9
7.1,18.5,220,4.9
7.1,18.5,230,5
7.1,18.5,243,5.1
7.1,19,8,3.1
7.1,19,15,2.5
7.1,19,20,2.6
7.1,19,30,2.8
7.1,19,40,3
7.1,19,50,3.2
7.1,19,60,3.4
7.1,19,70,3.6
7.1,19,80,3.7
7.1,19,90,3.8
7.1,19,100,4
7.1,19,110,4.1
7.1,19,120,4.2
7.1,19,130,4.3
7.1,19,140,4.4
7.1,19,150,4.5
7.1,19,160,4.6
7.1,19,170,4.7
7.1,19,180,4.8
7.1,19,190,4.9
7.1,19,200,4.9
7.1,19,210,5
7.1,19,220,5.1
7.1,19,230,5.2
7.1,19,243,5.2
7.1,19.5,8,3.3
7.1,19.5,15,2.6
7.1,19.5,20,2.6
7.1,19.5,30,2.9
7.1,19.5,40,3.1
7.1,19.5,50,3.3
7.1,19.5,60,3.5
7.1,19.5,70,3.7
7.1,19.5,80,3.8
7.1,19.5,90,3.9
7.1,19.5,100,4.1
7.1,19.5,110,4.2
7.1,19.5,120,4.3
7.1,19.5,130,4.4
7.1,19.5,140,4.5
7.1,19.5,150,4.6
7.1,19.5,160,4.7
7.1,19.5,170,4.8
7.1,19.5,180,4.9
7.1,19.5,190,5
7.1,19.5,200,5.1
7.1,19.5,210,5.1
7.1,19.5,220,5.2
7.1,19.5,230,5.3
7.1,19.5,243,5.4
7.1,20,8,3.5
7.1,20,15,2.7
7.1,20,20,2.7
7.1,20,30,3
7.1,20,40,3.2
7.1,20,50,3.4
7.1,20,60,3.6
7.1,20,70,3.7
7.1,20,80,3.9
7.1,20,90,4
7.1,20,100,4.2
7.1,20,110,4.3
7.1,20,120,4.4
7.1,20,130,4.5
7.1,20,140,4.6
7.1,20,150,4.7
7.1,20,160,4.8
7.1,20,170,4.9
7.1,20,180,5
7.1,20,190,5.1
7.1,20,200,5.2
7.1,20,210,5.3
7.1,20,220,5.4
7.1,20,230,5.4
7.1,20,243,5.5
7.2,0.05,8,0.2
7.2,0.05,15,0.2
7.2,0.05,20,0.2
7.2,0.05,30,0.2
7.2,0.05,40,0.2
7.2,0.05,50,0.2
7.2,0.05,60,0.2
7.2,0.05,70,0.2
7.2,0.05,80,0.2
7.2,0.05,90,0.2
7.2,0.05,100,0.2
7.2,0.05,110,0.2
7.2,0.05,120,0.2
7.2,0.05,130,0.2
7.2,0.05,140,0.2
7.2,0.05,150,0.2
7.2,0.05,160,0.2
7.2,0.05,170,0.2
7.2,0.05,180,0.2
7.2,0.05,190,0.2
7.2,0.05,200,0.2
7.2,0.05,210,0.2
7.2,0.05,220,0.2
7.2,0.05,230,0.2
7.2,0.05,243,0.2
7.2,1,8,0.2
7.2,1,15,0.2
7.2,1,20,0.2
7.2,1,30,0.2
7.2,1,40,0.2
7.2,1,50,0.2
7.2,1,60,0.2
7.2,1,70,0.2
7.2,1,80,0.2
7.2,1,90,0.2
7.2,1,100,0.2
7.2,1,110,0.2
7.2,1,120,0.3
7.2,1,130,0.3
7.2,1,140,0.3
7.2,1,150,0.3
7.2,1,160,0.3
7.2,1,170,0.3
7.2,1,180,0.3
7.2,1,190,0.3
7.2,1,200,0.3
7.2,1,210,0.3
7.2,1,220,0.3
7.2,1,230,0.3
7.2,1,243,0.3
7.2,1.5,8,0.2
7.2,1.5,15,0.2
7.2,1.5,20,0.2
7.2,1.5,30,0.3
7.2,1.5,40,0.3
7.2,1.5,50,0.3
7.2,1.5,60,0.3
7.2,1.5,70,0.3
7.2,1.5,80,0.3
7.2,1.5,90,0.3
7.2,1.5,100,0.4
7.2,1.5,110,0.4
7.2,1.5,120,0.4
7.2,1.5,130,0.4
7.2,1.5,140,0.4
7.2,1.5,150,0.4
7.2,1.5,160,0.4
7.2,1.5,170,0.4
7.2,1.5,180,0.4
7.2,1.5,190,0.4
7.2,1.5,200,0.4
7.2,1.5,210,0.5
7.2,1.5,220,0.5
7.2,1.5,230,0.5
7.2,1.5,243,0.5
7.2,2,8,0.3
7.2,2,15,0.3
7.2,2,20,0.3
7.2,2,30,0.3
7.2,2,40,0.4
7.2,2,50,0.4
7.2,2,60,0.4
7.2,2,70,0.4
7.2,2,80,0.4
7.2,2,90,0.5
7.2,2,100,0.5
7.2,2,110,0.5
7.2,2,120,0.5
7.2,2,130,0.5
7.2,2,140,0.5
7.2,2,150,0.5
7.2,2,160,0.6
7.2,2,170,0.6
7.2,2,180,0.6
7.2,2,190,0.6
7.2,2,200,0.6
7.2,2,210,0.6
7.2,2,220,0.6
7.2,2,230,0.6
7.2,2,243,0.6
7.2,2.5,8,0.4
7.2,2.5,15,0.4
7.2,2.5,20,0.4
7.2,2.5,30,0.4
7.2,2.5,40,0.5
7.2,2.5,50,0.5
7.2,2.5,60,0.5
7.2,2.5,70,0.5
7.2,2.5,80,0.6
7.2,2.5,90,0.6
7.2,2.5,100,0.6
7.2,2.5,110,0.6
7.2,2.5,120,0.6
7.2,2.5,130,0.6
7.2,2.5,140,0.7
7.2,2.5,150,0.7
7.2,2.5,160,0.7
7.2,2.5,170,0.7
7.2,2.5,180,0.7
7.2,2.5,190,0.7
7.2,2.5,200,0.7
7.2,2.5,210,0.8
7.2,2.5,220,0.8
7.2,2.5,230,0.8
7.2,2.5,243,0.8
7.2,3,8,0.5
7.2,3,15,0.5
7.2,3,20,0.5
7.2,3,30,0.5
7.2,3,40,0.6
7.2,3,50,0.6
7.2,3,60,0.6
7.2,3,70,0.6
7.2,3,80,0.7
7.2,3,90,0.7
7.2,3,100,0.7
7.2,3,110,0.7
7.2,3,120,0.8
7.2,3,130,0.8
7.2,3,140,0.8
7.2,3,150,0.8
7.2,3,160,0.8
7.2,3,170,0.8
7.2,3,180,0.9
7.2,3,190,0.9
7.2,3,200,0.9
7.2,3,210,0.9
7.2,3,220,0.9
7.2,3,230,0.9
7.2,3,243,0.9
7.2,3.5,8,0.5
7.2,3.5,15,0.5
7.2,3.5,20,0.6
7.2,3.5,30,0.6
7.2,3.5,40,0.6
7.2,3.5,50,0.7
7.2,3.5,60,0.7
7.2,3.5,70,0.8
7.2,3.5,80,0.8
7.2,3.5,90,0.8
7.2,3.5,100,0.8
7.2,3.5,110,0.9
7.2,3.5,120,0.9
7.2,3.5,130,0.9
7.2,3.5,140,0.9
7.2,3.5,150,1
7.2,3.5,160,1
7.2,3.5,170,1
7.2,3.5,180,1
7.2,3.5,190,1
7.2,3.5,200,1
7.2,3.5,210,1.1
7.2,3.5,220,1.1
7.2,3.5,230,1.1
7.2,3.5,243,1.1
7.2,4,8,0.6
7.2,4,15,0.6
7.2,4,20,0.6
7.2,4,30,0.7
7.2,4,40,0.7
7.2,4,50,0.8
7.2,4,60,0.8
7.2,4,70,0.9
7.2,4,80,0.9
7.2,4,90,0.9
7.2,4,100,1
7.2,4,110,1
7.2,4,120,1
7.2,4,130,1
7.2,4,140,1.1
7.2,4,150,1.1
7.2,4,160,1.1
7.2,4,170,1.1
7.2,4,180,1.1
7.2,4,190,1.2
7.2,4,200,1.2
7.2,4,210,1.2
7.2,4,220,1.2
7.2,4,230,1.2
7.2,4,243,1.3
7.2,4.5,8,0.7
7.2,4.5,15,0.7
7.2,4.5,20,0.7
7.2,4.5,30,0.8
7.2,4.5,40,0.8
7.2,4.5,50,0.9
7.2,4.5,60,0.9
7.2,4.5,70,1
7.2,4.5,80,1
7.2,4.5,90,1
7.2,4.5,100,1.1
7.2,4.5,110,1.1
7.2,4.5,120,1.1
7.2,4.5,130,1.2
7.2,4.5,140,1.2
7.2,4.5,150,1.2
7.2,4.5,160,1.2
7.2,4.5,170,1.3
7.2,4.5,180,1.3
7.2,4.5,190,1.3
7.2,4.5,200,1.3
7.2,4.5,210,1.4
7.2,4.5,220,1.4
7.2,4.5,230,1.4
7.2,4.5,243,1.4
7.2,5,8,0.8
7.2,5,15,0.8
7.2,5,20,0.8
7.2,5,30,0.9
7.2,5,40,0.9
7.2,5,50,1
7.2,5,60,1
7.2,5,70,1.1
7.2,5,80,1.1
7.2,5,90,1.2
7.2,5,100,1.2
7.2,5,110,1.2
7.2,5,120,1.3
7.2,5,130,1.3
7.2,5,140,1.3
7.2,5,150,1.4
7.2,5,160,1.4
7.2,5,170,1.4
7.2,5,180,1.4
7.2,5,190,1.5
7.2,5,200,1.5
7.2,5,210,1.5
7.2,5,220,1.5
7.2,5,230,1.5
7.2,5,243,1.6
7.2,5.5,8,0.8
7.2,5.5,15,0.8
7.2,5.5,20,0.9
7.2,5.5,30,0.9
7.2,5.5,40,1
7.2,5.5,50,1.1
7.2,5.5,60,1.1
7.2,5.5,70,1.2
7.2,5.5,80,1.2
7.2,5.5,90,1.3
7.2,5.5,100,1.3
7.2,5.5,110,1.4
7.2,5.5,120,1.4
7.2,5.5,130,1.4
7.2,5.5,140,1.5
7.2,5.5,150,1.5
7.2,5.5,160,1.5
7.2,5.5,170,1.6
7.2,5.5,180,1.6
7.2,5.5,190,1.6
7.2,5.5,200,1.6
7.2,5.5,210,1.7
7.2,5.5,220,1.7
7.2,5.5,230,1.7
7.2,5.5,243,1.7
7.2,6,8,0.9
7.2,6,15,0.9
7.2,6,20,0.9
7.2,6,30,1
7.2,6,40,1.1
7.2,6,50,1.2
7.2,6,60,1.2
7.2,6,70,1.3
7.2,6,80,1.3
7.2,6,90,1.4
7.2,6,100,1.4
7.2,6,110,1.5
7.2,6,120,1.5
7.2,6,130,1.6
7.2,6,140,1.6
7.2,6,150,1.6
7.2,6,160,1.7
7.2,6,170,1.7
7.2,6,180,1.7
7.2,6,190,1.8
7.2,6,200,1.8
7.2,6,210,1.8
7.2,6,220,1.8
7.2,6,230,1.9
7.2,6,243,1.9
7.2,6.5,8,1
7.2,6.5,15,1
7.2,6.5,20,1
7.2,6.5,30,1.1
7.2,6.5,40,1.2
7.2,6.5,50,1.3
7.2,6.5,60,1.3
7.2,6.5,70,1.4
7.2,6.5,80,1.5
7.2,6.5,90,1.5
7.2,6.5,100,1.6
7.2,6.5,110,1.6
7.2,6.5,120,1.7
7.2,6.5,130,1.7
7.2,6.5,140,1.7
7.2,6.5,150,1.8
7.2,6.5,160,1.8
7.2,6.5,170,1.8
7.2,6.5,180,1.9
7.2,6.5,190,1.9
7.2,6.5,200,1.9
7.2,6.5,210,2
7.2,6.5,220,2
7.2,6.5,230,2
7.2,6.5,243,2
7.2,7,8,1.1
7.2,7,15,1.1
7.2,7,20,1.1
7.2,7,30,1.2
7.2,7,40,1.3
7.2,7,50,1.4
7.2,7,60,1.5
7.2,7,70,1.5
7.2,7,80,1.6
7.2,7,90,1.6
7.2,7,100,1.7
7.2,7,110,1.7
7.2,7,120,1.8
7.2,7,130,1.8
7.2,7,140,1.9
7.2,7,150,1.9
7.2,7,160,1.9
7.2,7,170,2
7.2,7,180,2
7.2,7,190,2
7.2,7,200,2.1
7.2,7,210,2.1
7.2,7,220,2.1
7.2,7,230,2.2
7.2,7,243,2.2
7.2,7.5,8,1.2
7.2,7.5,15,1.1
7.2,7.5,20,1.2
7.2,7.5,30,1.3
7.2,7.5,40,1.4
7.2,7.5,50,1.5
7.2,7.5,60,1.6
7.2,7.5,70,1.6
7.2,7.5,80,1.7
7.2,7.5,90,1.7
7.2,7.5,100,1.8
7.2,7.5,110,1.9
7.2,7.5,120,1.9
7.2,7.5,130,2
7.2,7.5,140,2
7.2,7.5,150,2
7.2,7.5,160,2.1
7.2,7.5,170,2.1
7.2,7.5,180,2.2
7.2,7.5,190,2.2
7.2,7.5,200,2.2
7.2,7.5,210,2.3
7.2,7.5,220,2.3
7.2,7.5,230,2.3
7.2,7.5,243,2.4
7.2,8,8,1.3
7.2,8,15,1.2
7.2,8,20,1.3
7.2,8,30,1.4
7.2,8,40,1.5
7.2,8,50,1.6
7.2,8,60,1.7
7.2,8,70,1.7
7.2,8,80,1.8
7.2,8,90,1.9
7.2,8,100,1.9
7.2,8,110,2
7.2,8,120,2
7.2,8,130,2.1
7.2,8,140,2.1
7.2,8,150,2.2
7.2,8,160,2.2
7.2,8,170,2.3
7.2,8,180,2.3
7.2,8,190,2.3
7.2,8,200,2.4
7.2,8,210,2.4
7.2,8,220,2.4
7.2,8,230,2.5
7.2,8,243,2.5
7.2,8.5,8,1.3
7.2,8.5,15,1.3
7.2,8.5,20,1.3
7.2,8.5,30,1.5
7.2,8.5,40,1.6
7.2,8.5,50,1.7
7.2,8.5,60,1.8
7.2,8.5,70,1.8
7.2,8.5,80,1.9
7.2,8.5,90,2
7.2,8.5,100,2
7.2,8.5,110,2.1
7.2,8.5,120,2.2
7.2,8.5,130,2.2
7.2,8.5,140,2.3
7.2,8.5,150,2.3
7.2,8.5,160,2.4
7.2,8.5,170,2.4
7.2,8.5,180,2.4
7.2,8.5,190,2.5
7.2,8.5,200,2.5
7.2,8.5,210,2.6
7.2,8.5,220,2.6
7.2,8.5,230,2.6
7.2,8.5,243,2.7
7.2,9,8,1.4
7.2,9,15,1.4
7.2,9,20,1.4
7.2,9,30,1.6
7.2,9,40,1.7
7.2,9,50,1.8
7.2,9,60,1.9
7.2,9,70,2
7.2,9,80,2
7.2,9,90,2.1
7.2,9,100,2.2
7.2,9,110,2.2
7.2,9,120,2.3
7.2,9,130,2.3
7.2,9,140,2.4
7.2,9,150,2.5
7.2,9,160,2.5
7.2,9,170,2.5
7.2,9,180,2.6
7.2,9,190,2.6
7.2,9,200,2.7
7.2,9,210,2.7
7.2,9,220,2.8
7.2,9,230,2.8
7.2,9,243,2.8
7.2,9.5,8,1.5
7.2,9.5,15,1.5
7.2,9.5,20,1.5
7.2,9.5,30,1.6
7.2,9.5,40,1.8
7.2,9.5,50,1.9
7.2,9.5,60,2
7.2,9.5,70,2.1
7.2,9.5,80,2.1
7.2,9.5,90,2.2
7.2,9.5,100,2.3
7.2,9.5,110,2.4
7.2,9.5,120,2.4
7.2,9.5,130,2.5
7.2,9.5,140,2.5
7.2,9.5,150,2.6
7.2,9.5,160,2.6
7.2,9.5,170,2.7
7.2,9.5,180,2.7
7.2,9.5,190,2.8
7.2,9.5,200,2.8
7.2,9.5,210,2.9
7.2,9.5,220,2.9
7.2,9.5,230,2.9
7.2,9.5,243,3
7.2,10,8,1.6
7.2,10,15,1.5
7.2,10,20,1.6
7.2,10,30,1.7
7.2,10,40,1.9
7.2,10,50,2
7.2,10,60,2.1
7.2,10,70,2.2
7.2,10,80,2.3
7.2,10,90,2.3
7.2,10,100,2.4
7.2,10,110,2.5
7.2,10,120,2.5
7.2,10,130,2.6
7.2,10,140,2.7
7.2,10,150,2.7
7.2,10,160,2.8
7.2,10,170,2.8
7.2,10,180,2.9
7.2,10,190,2.9
7.2,10,200,3
7.2,10,210,3
7.2,10,220,3.1
7.2,10,230,3.1
7.2,10,243,3.1
7.2,10.5,8,1.7
7.2,10.5,15,1.6
7.2,10.5,20,1.7
7.2,10.5,30,1.8
7.2,10.5,40,1.9
7.2,10.5,50,2.1
7.2,10.5,60,2.2
7.2,10.5,70,2.3
7.2,10.5,80,2.4
7.2,10.5,90,2.5
7.2,10.5,100,2.5
7.2,10.5,110,2.6
7.2,10.5,120,2.7
7.2,10.5,130,2.7
7.2,10.5,140,2.8
7.2,10.5,150,2.9
7.2,10.5,160,2.9
7.2,10.5,170,3
7.2,10.5,180,3
7.2,10.5,190,3.1
7.2,10.5,200,3.1
7.2,10.5,210,3.2
7.2,10.5,220,3.2
7.2,10.5,230,3.3
7.2,10.5,243,3.3
7.2,11,8,1.8
7.2,11,15,1.7
7.2,11,20,1.8
7.2,11,30,1.9
7.2,11,40,2
7.2,11,50,2.2
7.2,11,60,2.3
7.2,11,70,2.4
7.2,11,80,2.5
7.2,11,90,2.6
7.2,11,100,2.6
7.2,11,110,2.7
7.2,11,120,2.8
7.2,11,130,2.9
7.2,11,140,2.9
7.2,11,150,3
7.2,11,160,3.1
7.2,11,170,3.1
7.2,11,180,3.2
7.2,11,190,3.2
7.2,11,200,3.3
7.2,11,210,3.3
7.2,11,220,3.4
7.2,11,230,3.4
7.2,11,243,3.5
7.2,11.5,8,1.9
7.2,11.5,15,1.8
7.2,11.5,20,1.8
7.2,11.5,30,2
7.2,11.5,40,2.1
7.2,11.5,50,2.3
7.2,11.5,60,2.4
7.2,11.5,70,2.5
7.2,11.5,80,2.6
7.2,11.5,90,2.7
7.2,11.5,100,2.8
7.2,11.5,110,2.9
7.2,11.5,120,2.9
7.2,11.5,130,3
7.2,11.5,140,3.1
7.2,11.5,150,3.1
7.2,11.5,160,3.2
7.2,11.5,170,3.3
7.2,11.5,180,3.3
7.2,11.5,190,3.4
7.2,11.5,200,3.4
7.2,11.5,210,3.5
7.2,11.5,220,3.5
7.2,11.5,230,3.6
7.2,11.5,243,3.6
7.2,12,8,2
7.2,12,15,1.9
7.2,12,20,1.9
7.2,12,30,2.1
7.2,12,40,2.2
7.2,12,50,2.4
7.2,12,60,2.5
7.2,12,70,2.6
7.2,12,80,2.7
7.2,12,90,2.8
7.2,12,100,2.9
7.2,12,110,3
7.2,12,120,3.1
7.2,12,130,3.1
7.2,12,140,3.2
7.2,12,150,3.3
7.2,12,160,3.3
7.2,12,170,3.4
7.2,12,180,3.5
7.2,12,190,3.5
7.2,12,200,3.6
7.2,12,210,3.6
7.2,12,220,3.7
7.2,12,230,3.7
7.2,12,243,3.8
7.2,12.5,8,2.1
7.2,12.5,15,1.9
7.2,12.5,20,2
7.2,12.5,30,2.2
7.2,12.5,40,2.3
7.2,12.5,50,2.5
7.2,12.5,60,2.6
7.2,12.5,70,2.7
7.2,12.5,80,2.8
7.2,12.5,90,2.9
7.2,12.5,100,3
7.2,12.5,110,3.1
7.2,12.5,120,3.2
7.2,12.5,130,3.3
7.2,12.5,140,3.3
7.2,12.5,150,3.4
7.2,12.5,160,3.5
7.2,12.5,170,3.5
7.2,12.5,180,3.6
7.2,12.5,190,3.7
7.2,12.5,200,3.7
7.2,12.5,210,3.8
7.2,12.5,220,3.8
7.2,12.5,230,3.9
7.2,12.5,243,3.9
7.2,13,8,2.2
7.2,13,15,2
7.2,13,20,2.1
7.2,13,30,2.3
7.2,13,40,2.4
